OBJECTID,COD_VOLCAD,A├æO,FECHA,EVENTO_SIR,COD_SIGAU,COD_ESPEC,NOMBRE_COM,DAP,H,DC,AC,AI,PPT,VV,EM_COD,ESPACIO,LOC_COD,LOC_NOM,BARRIO,X,Y,mes,nombre_mes
103,V103,2013,2013-02-13,1402394,01020403000201,68,Sietecueros nazareno,0.041380188439,6.0,0.5,0.6432217,7,7.4,4.2,U11,NO REGISTRA,1,USAQUEN,SANTA BARBARA III SECTOR,-74.035797595,4.69442741,2.0,February
104,V104,2013,2013-02-14,1403789,02020804000286,118,Acacia morada,0.31512605042,11.0,8.0,10.65520006,14,1.3,3.2,L3,NO REGISTRA,2,CHAPINERO,URBANIZACION CHICO NORTE,-74.042827749,4.675070079,2.0,February
105,V105,2013,2013-02-17,1408898,NO REGISTRA,26,"Acacia negra, gris",0.0,8.0,0.0,0.0,0,0.0,3.0,SIN INFORMACION,NO REGISTRA,19,CIUDAD BOLIVAR,CERROS DEL SUR,-74.142086289,4.538041136,2.0,February
106,V106,2013,2013-02-23,1418512,NO REGISTRA,79,"Chicala, chirlobirlo, flor amarillo",0.0,7.0,0.0,0.0,0,2.0,4.5,SIN INFORMACION,NO REGISTRA,11,SUBA,URBANIZACION RODESIA I ETAPA,-74.107163604,4.754888965,2.0,February
107,V107,2013,2013-02-25,1422100,NO REGISTRA,26,"Acacia negra, gris",0.0,10.0,0.0,0.0,0,3.1,3.4,SIN INFORMACION,NO REGISTRA,11,SUBA,URBANIZACION LOMBARDIA,-74.103072607,4.746317486,2.0,February
108,V108,2013,2013-02-28,1428128,08010203000378,37,Caucho sabanero,0.0,2.98210298,2.68,2.26895423,1,1.1,2.9,L3,NO REGISTRA,8,KENNEDY,CASA FUNDICION OTERO DE SAN FRANCISCO,-74.152259947,4.649749072,2.0,February
109,V109,2013,2013-03-01,1430422,11012703000828,25,Acacia japonesa,0.534759358289,16.0,10.4,10.62879744,2,3.2,2.5,U10,NO REGISTRA,11,SUBA,VILLA DEL PRADO,-74.048542845,4.752590903,3.0,March
110,V110,2013,2013-03-04,1436411,11012503000778,94,Sauco,0.0,5.0,0.92,1.58289387,0,1.7,3.9,L3,NO REGISTRA,11,SUBA,RECINTO DE LA BRITALIA,-74.058774001,4.749530014,3.0,March
111,V111,2013,2013-03-11,1448579,NO REGISTRA,37,Caucho sabanero,0.0,4.0,0.0,0.0,0,0.2,2.7,SIN INFORMACION,NO REGISTRA,8,KENNEDY,URBANIZACION CIUDAD KENNEDY SPMZ 8,-74.154949912,4.619131307,3.0,March
112,V112,2013,2013-03-12,1450230,NO REGISTRA,49,Sauce lloron,0.0,0.0,0.0,0.0,0,1.0,3.7,SIN INFORMACION,NO REGISTRA,2,CHAPINERO,URBANIZACION ARZOBISPO,-74.067604132,4.629078462,3.0,March
113,V113,2013,2013-03-21,1467757,NO REGISTRA,3,"Cipres, Pino cipres, Pino",0.0,17.0,0.0,0.0,0,5.2,2.5,SIN INFORMACION,NO REGISTRA,1,USAQUEN,ANTIGUA AGRUPACION DE VIVIENDA UNIFAMILIAR,-74.039815847,4.715176131,3.0,March
114,V114,2013,2013-03-21,1468020,01013905000271,49,Sauce lloron,0.213267125032,7.0,9.5,6.1710524,0,8.3,3.5,U4,NO REGISTRA,11,SUBA,URBANIZACION CHICO NORTE,-74.039077507,4.79704615,3.0,March
115,V115,2013,2013-03-22,1469512,01010604000320,49,Sauce lloron,0.773491214668,20.0,12.6,9.22763641,0,0.6,2.6,U10,NO REGISTRA,1,USAQUEN,NUEVA URBANIZACION SANTA BARABRA II SECTOR II ETAP,-74.045124998,4.700810796,3.0,March
116,V116,2013,2013-03-22,1469683,NO REGISTRA,68,Sietecueros nazareno,0.0,9.0,0.0,0.0,0,1.1,2.8,SIN INFORMACION,NO REGISTRA,11,SUBA,URBANIZACION NIZA NORTE II SECTOR,-74.074001267,4.711788806,3.0,March
117,V117,2013,2013-03-26,1476502,16020703000136,28,"Acacia baracatinga, acacia sabanera, acacia nigra",0.0,6.0,0.0,0.0,0,1.6,4.0,U13,NO REGISTRA,16,PUENTE ARANDA,URBANIZACION CARABELAS,-74.111253205,4.603515669,3.0,March
118,V118,2013,2013-03-26,1477351,11010608001205,25,Acacia japonesa,0.33422459893,8.0,6.0,7.62850598,4,1.5,3.9,L3,NO REGISTRA,11,SUBA,AGRUPACION DE VIVIENDA EL BALCON DE LINDARAJA,-74.082133557,4.714963877,3.0,March
119,V119,2013,2013-03-26,1476919,12020302000520,37,Caucho sabanero,0.0,5.0,0.0,0.0,0,3.2,2.8,H4,NO REGISTRA,12,BARRIOS UNIDOS,BARRIO LA PAZ,-74.076375067,4.663428613,3.0,March
120,V120,2013,2013-04-05,1491712,10011404000270,3,"Cipres, Pino cipres, Pino",0.779857397504,23.0,8.7,14.94898028,3,0.0,3.4,L3,NO REGISTRA,10,ENGATIVA,BOLIVIA,-74.111925943,4.719270348,4.0,April
121,V121,2013,2013-04-07,1495737,NO REGISTRA,241,Schefflera,0.0,0.0,0.0,0.0,0,0.4,2.8,SIN INFORMACION,NO REGISTRA,11,SUBA,URBANIZACION COLPATRIA SANTA HELENA,-74.051982847,4.730874374,4.0,April
122,V122,2013,2013-04-08,1498016,NO REGISTRA,25,Acacia japonesa,0.0,0.0,0.0,0.0,0,1.0,2.6,SIN INFORMACION,NO REGISTRA,11,SUBA,URBANIZACION TIERRA LINDA,-74.055222195,4.711065406,4.0,April
123,V123,2013,2013-04-08,1498102,01021902000111,118,Acacia morada,0.381970970206,5.0,10.0,0.70614023,2,0.8,2.1,U13,NO REGISTRA,1,USAQUEN,URBANIZACION LAS ACACIAS,-74.035747051,4.724366227,4.0,April
124,V124,2013,2013-04-08,1497977,12020505000019,0,Caucho comun,0.0,5.0,0.0,0.0,0,2.2,3.1,P1,NO REGISTRA,12,BARRIOS UNIDOS,URBANIZACION POLONESA BARRIO POLO CLUB,-74.062153996,4.671765147,4.0,April
125,V125,2013,2013-04-16,1512435,14010303000083,15,Eucalipto plateado,0.0,20.0,0.0,0.0,0,0.3,3.7,L3,NO REGISTRA,14,LOS MARTIRES,SAN VICTORINO,-74.079566046,4.620078664,4.0,April
126,V126,2013,2013-04-19,1519010,16010403000252,28,"Acacia baracatinga, acacia sabanera, acacia nigra",0.0,5.0,0.0,0.0,0,6.4,3.9,U1,NO REGISTRA,13,TEUSAQUILLO,PARQUEADERO CORFERIAS,-74.094856782,4.629232431,4.0,April
127,V127,2013,2013-04-21,1520703,NO REGISTRA,13,Eucalipto comun,0.0,25.0,0.0,0.0,0,3.8,4.2,SIN INFORMACION,NO REGISTRA,3,SANTA FE,BARRIO EL DORADO,-74.0701473,4.578697586,4.0,April
128,V128,2013,2013-04-18,1516401,NO REGISTRA,28,"Acacia baracatinga, acacia sabanera, acacia nigra",0.0,10.0,0.0,0.0,0,0.0,3.8,SIN INFORMACION,NO REGISTRA,11,SUBA,URBANIZACION  COMPARTIR,-74.104327257,4.759769422,4.0,April
129,V129,2013,2013-04-20,1519467,11010603001282,25,Acacia japonesa,0.270562770563,10.0,6.0,5.79275503,2,0.0,4.5,L3,NO REGISTRA,11,SUBA,AGRUPACION DE VIVIENDA EL BALCON DE LINDARAJA,-74.079754207,4.714968185,4.0,April
130,V130,2013,2013-04-23,1525048,18010103000418,4,Pino candelabro,0.0,5.0,0.0,0.0,0,4.3,3.4,U10,NO REGISTRA,18,RAFAEL URIBE URIBE,NUEVA ESPERANZA,-74.10345078,4.542821093,4.0,April
131,V131,2013,2013-04-23,1525250,NO REGISTRA,26,"Acacia negra, gris",0.0,0.0,0.0,0.0,0,10.4,3.3,SIN INFORMACION,NO REGISTRA,3,SANTA FE,COLEGIO DEL ACUEDUCTO JUAN RAMON JIMENO,-74.063346787,4.611362488,4.0,April
132,V132,2013,2013-04-19,1517422,11012702000643,3,"Cipres, Pino cipres, Pino",0.292844410491,6.0,7.5,12.26026431,3,0.0,3.0,H4,NO REGISTRA,11,SUBA,COLEGIO ABRAHAM LINCON,-74.052866192,4.752612264,4.0,April
133,V133,2013,2013-04-24,1526279,10011801000203,94,Sauco,0.0,7.0,1.7,1.26747126,1,0.5,4.3,U10,NO REGISTRA,10,ENGATIVA,VILLAS DE GRANADA,-74.125775217,4.713674751,4.0,April
134,V134,2013,2013-04-24,1526338,11011802000055,118,Acacia morada,0.146422205246,8.0,6.9,7.26542528,3,1.1,3.3,U13,NO REGISTRA,11,SUBA,URBANIZACION LAS MARGARITAS,-74.110987504,4.751717672,4.0,April
135,V135,2013,2013-04-25,1528059,010122003000437,3,"Cipres, Pino cipres, Pino",0.0,7.0,0.0,0.0,0,0.0,2.7,SIN INFORMACION,NO REGISTRA,1,USAQUEN,URBANIZACION EL MORAL,-74.031844081,4.731288807,4.0,April
136,V136,2013,2013-04-25,1528184,01021605000098,51,Alcaparro enano,0.105042016807,5.0,3.7,1.53732316,1,0.0,2.4,U11,NO REGISTRA,1,USAQUEN,URBANIZACION RINCON DEL COUNTRY,-74.041053437,4.721203532,4.0,April
137,V137,2013,2013-04-26,1529786,19011501000029,26,"Acacia negra, gris",0.0,7.0,0.0,0.0,0,0.3,3.0,P1,NO REGISTRA,19,CIUDAD BOLIVAR,MIRADOR DE LA ESTANCIA,-74.176755385,4.58816067,4.0,April
138,V138,2013,2013-04-26,1530006,03010603000464,25,Acacia japonesa,0.286478227655,10.0,10.6,9.38157689,12,6.3,2.5,L1,NO REGISTRA,3,SANTA FE,PARQUE DE LA INDEPENDENCIA,-74.068392594,4.611837013,4.0,April
139,V139,2013,,NO REGISTRA,03010603000697,13,Eucalipto comun,1.01858925388,15.0,11.5,28.84195695,4,0.0,0.0,L1,NO REGISTRA,3,SANTA FE,PARQUE DE LA INDEPENDENCIA,-74.067641578,4.610900127,,
140,V140,2013,2013-04-26,1530862,01022805000222,3,"Cipres, Pino cipres, Pino",0.350140056022,5.0,11.6,11.72316173,3,1.9,3.4,L3,NO REGISTRA,1,USAQUEN,CONJUNTO DE VIVIENDA TORCOROMA,-74.030579291,4.74255037,4.0,April
141,V141,2013,2013-04-27,1531829,11011903001138,36,"Caucho de la india, caucho",0.245098039216,10.0,5.5,5.13502427,10,1.2,5.5,U10,NO REGISTRA,11,SUBA,URBANIZACION LA FONTANA,-74.10318526,4.751457953,4.0,April
142,V142,2013,2013-04-27,1532793,12010603000139,38,Caucho tequendama,0.0,10.0,0.0,0.0,0,0.0,3.4,U13,NO REGISTRA,12,BARRIOS UNIDOS,CENTRO RESIDENCIAL AVENIDA CHILE,-74.081082906,4.673332598,4.0,April
143,V143,2013,2013-04-28,1534645,09012503000917,37,Caucho sabanero,0.779857397504,12.0,11.2,5.58345721,3,11.8,3.3,U13,NO REGISTRA,9,FONTIBON,CIUDADELA  EL SALITRE ETAPA A,-74.113025763,4.656940844,4.0,April
144,V144,2013,2013-04-29,1536643,11012305000499,118,Acacia morada,0.0,5.0,1.25,1.67505163,2,0.7,3.2,L3,NO REGISTRA,11,SUBA,URBANIZACION BURGOS (BRITALIA),-74.067722636,4.746013326,4.0,April
145,V145,2013,2013-05-02,1542619,12020401000295,118,Acacia morada,0.0,6.0,0.0,0.0,0,1.2,3.6,L3,NO REGISTRA,12,BARRIOS UNIDOS,POLO OCCIDENTAL II SECTOR,-74.06658291,4.673853063,5.0,May
146,V146,2013,2013-05-06,1549832,01021304000233,15,Eucalipto plateado,0.53157626687,12.0,12.6,6.83097735,6,24.3,2.0,L2,NO REGISTRA,1,USAQUEN,URBANIZACION GINEBRA NORTE,-74.029133252,4.70928516,5.0,May
147,V147,2013,2013-05-06,1549991,NO REGISTRA,3,"Cipres, Pino cipres, Pino",0.0,12.0,0.0,0.0,0,29.9,2.9,SIN INFORMACION,NO REGISTRA,1,USAQUEN,URBANIZACION VILLAS DEL MEDITERRANEO,-74.034006604,4.737100389,5.0,May
148,V148,2013,2013-05-07,1550640,NO REGISTRA,94,Sauco,0.0,4.0,0.0,0.0,0,12.5,3.1,SIN INFORMACION,NO REGISTRA,1,USAQUEN,CERROS NORTE,-74.019990594,4.73314718,5.0,May
149,V149,2013,2013-05-06,1550728,01022304000676,26,"Acacia negra, gris",0.0,4.0,5.3,6.81879672,9,43.5,2.8,P1,NO REGISTRA,1,USAQUEN,SAN CRISTOBAL,-74.021491875,4.73774316,5.0,May
150,V150,2013,2013-05-06,1550525,NO REGISTRA,26,"Acacia negra, gris",0.0,4.0,0.0,0.0,0,43.5,2.8,SIN INFORMACION,NO REGISTRA,1,USAQUEN,EL CERRO OCCIDENTAL IBIZA,-74.021048413,4.7344923,5.0,May
151,V151,2013,2013-05-07,1551743,11012402001042,118,Acacia morada,0.0,9.0,2.1,1.35063017,5,6.2,3.7,L3,NO REGISTRA,11,SUBA,URBANIZACION EL PINAR LA FRAGUA I ETAPA,-74.059433761,4.733696253,5.0,May
152,V152,2013,2013-05-08,1553484,NO REGISTRA,26,"Acacia negra, gris",0.0,9.0,0.0,0.0,0,2.2,4.2,SIN INFORMACION,NO REGISTRA,11,SUBA,JUAN AMARILLO,-74.093141797,4.717213693,5.0,May
153,V153,2013,2013-05-08,1553563,NO REGISTRA,17,Eucalipto,0.0,0.0,0.0,0.0,0,0.8,3.5,SIN INFORMACION,NO REGISTRA,2,CHAPINERO,BOSQUES DE BELLAVISTA,-74.047368395,4.656298435,5.0,May
154,V154,2013,2013-05-09,1554843,NO REGISTRA,25,Acacia japonesa,0.0,10.0,0.0,0.0,0,2.3,4.3,SIN INFORMACION,NO REGISTRA,11,SUBA,URBANIZACION EL PINAR LA FRAGUA I ETAPA,-74.059408264,4.73305473,5.0,May
155,V155,2013,2013-05-14,1563377,13020504000166,26,"Acacia negra, gris",0.0,8.0,0.0,0.0,0,0.2,4.2,U13,NO REGISTRA,13,TEUSAQUILLO,URBANIZACION LA MAGDALENA,-74.069975119,4.624705985,5.0,May
156,V156,2013,2013-05-15,1565252,01012202000080,118,Acacia morada,0.0,5.0,2.1,1.20318001,0,3.8,3.8,L3,NO REGISTRA,1,USAQUEN,HACIENDA EL CEDRO,-74.036147572,4.731806094,5.0,May
157,V157,2013,2013-05-16,1566909,15010201000045,25,Acacia japonesa,0.0,7.0,0.0,0.0,0,1.9,5.6,L3,NO REGISTRA,15,ANTONIO NARI├ö├Â┬úÔö£┬¬O,DESARROLLO EL RESTREPO,-74.102908865,4.583115929,5.0,May
158,V158,2013,2013-05-23,1577078,02021003000162,3,"Cipres, Pino cipres, Pino",0.445632798574,17.0,6.7,10.16294301,10,2.2,3.4,U13,NO REGISTRA,2,CHAPINERO,CHICO RESERVADO I SECTOR,-74.04315861,4.679949006,5.0,May
159,V159,2013,2013-05-23,1577101,02010701000304,25,Acacia japonesa,0.111408199643,8.0,3.8,5.45332022,6,2.2,3.7,U4,NO REGISTRA,2,CHAPINERO,URBANIZACION EL CHICO,-74.058797819,4.675874242,5.0,May
160,V160,2013,2013-05-23,1577106,11010303000524,61,"Jazmin del cabo, laurel huesito",0.0,5.0,0.0,0.0,0,2.1,3.5,L3,NO REGISTRA,11,SUBA,URBANIZACION SANTA MARGARITA,-74.057528073,4.692358351,5.0,May
161,V161,2013,2013-05-23,1577108,10011802000759,94,Sauco,0.401069518717,4.0,4.7,1.87643254,2,0.7,3.8,L3,NO REGISTRA,10,ENGATIVA,EL MORTINO,-74.123127092,4.713846336,5.0,May
162,V162,2013,2013-05-23,1577119,11010303000873,79,"Chicala, chirlobirlo, flor amarillo",0.143239113827,6.0,3.0,1.93060363,0,1.8,3.5,P1,NO REGISTRA,11,SUBA,URBANIZACION PASADENA,-74.062410852,4.693795434,5.0,May
163,V163,2013,2013-05-23,1577076,11010304000697,5,Pino patula,0.763941940413,18.0,12.1,11.15318801,3,2.1,3.5,L3,NO REGISTRA,11,SUBA,URBANIZACION SANTA MARGARITA,-74.057954421,4.691565704,5.0,May
164,V164,2013,2013-05-23,1577128,11010608001206,25,Acacia japonesa,0.350140056022,5.0,5.5,7.3281794,6,1.9,3.7,L3,NO REGISTRA,11,SUBA,AGRUPACION DE VIVIENDA EL BALCON DE LINDARAJA,-74.082148713,4.714947788,5.0,May
165,V165,2013,2013-05-24,1577145,01022101000002,37,Caucho sabanero,0.706646294882,18.0,8.5,6.73225802,5,5.9,2.5,U13,NO REGISTRA,1,USAQUEN,URBANIZACION LAS ACACIAS,-74.032152151,4.722341093,5.0,May
166,V166,2013,2013-05-25,1583001,NO REGISTRA,26,"Acacia negra, gris",0.0,12.0,0.0,0.0,0,1.2,3.7,SIN INFORMACION,NO REGISTRA,10,ENGATIVA,HACIENDA SANTA ISABEL,-74.127286201,4.722059943,5.0,May
167,V167,2013,2013-05-26,1585557,02010102000058,26,"Acacia negra, gris",0.17825311943,11.0,4.7,2.4,0,3.1,4.6,U13,NO REGISTRA,2,CHAPINERO,BARRIO SUCRE,-74.064545847,4.631502942,5.0,May
168,V168,2013,2013-05-26,1585610,01020202001428,44,Guayacan de manizales,0.143239113827,7.0,3.5,2.02273917,2,1.5,4.2,H4,NO REGISTRA,1,USAQUEN,SANTA ANA ORIENTAL,-74.031090864,4.684485494,5.0,May
169,V169,2013,2013-05-26,1585573,03020301000228,37,Caucho sabanero,0.219633307869,7.0,5.48,3.83353733,1,2.8,4.0,U6,NO REGISTRA,3,SANTA FE,BARRIO SAN VICTORINO,-74.079289877,4.604439486,5.0,May
170,V170,2013,2013-05-27,NO REGISTRA,11010302000038,25,Acacia japonesa,0.652533740769,11.0,8.8,4.50879535,10,0.7,3.2,U13,NO REGISTRA,11,SUBA,PUENTE LARGO,-74.067351571,4.695109826,5.0,May
171,V171,2013,2013-05-27,1586494,03010503000457,13,Eucalipto comun,0.105042016807,10.0,3.5,3.0711656,23,0.5,4.2,L3,NO REGISTRA,3,SANTA FE,URBANIZACION SAN DIEGO,-74.066757571,4.609885982,5.0,May
172,V172,2013,2013-05-27,1586531,11012004000377,94,Sauco,0.350140056022,5.0,6.5,2.34788436,14,0.8,3.1,L3,NO REGISTRA,11,SUBA,URBANIZACION LA NAVETA,-74.090940264,4.74405413,5.0,May
173,V173,2013,2013-05-27,1586614,NO REGISTRA,25,Acacia japonesa,0.0,0.0,0.0,0.0,0,0.6,3.8,SIN INFORMACION,NO REGISTRA,2,CHAPINERO,URBANIZACION EL CHICO,-74.058569458,4.676345317,5.0,May
174,V174,2013,2013-05-27,1586742,11010304000538,79,"Chicala, chirlobirlo, flor amarillo",0.0,2.0,3.6,0.96061404,1,0.6,3.6,L3,NO REGISTRA,11,SUBA,URBANIZACION SANTA MARGARITA,-74.058709689,4.692099902,5.0,May
175,V175,2013,2013-05-27,1586794,NO REGISTRA,26,"Acacia negra, gris",0.0,0.0,0.0,0.0,0,0.7,2.9,SIN INFORMACION,NO REGISTRA,11,SUBA,URBANIZACION  COMPARTIR,-74.105021445,4.757459309,5.0,May
176,V176,2013,2013-05-28,1588410,11012504000210,79,"Chicala, chirlobirlo, flor amarillo",0.0222816399287,5.0,1.6,0.66981122,2,0.8,3.6,P1,NO REGISTRA,11,SUBA,URBANIZACION PICADILLY,-74.05788304,4.747290726,5.0,May
177,V177,2013,2013-06-03,1599237,05010702000094,3,"Cipres, Pino cipres, Pino",0.350140056022,11.0,3.3,4.07573557,0,1.8,3.0,L3,NO REGISTRA,5,USME,SERRANIAS,-74.112487099,4.500321601,6.0,June
178,V178,2013,2013-06-04,1600663,11010305001617,26,"Acacia negra, gris",0.136872930991,5.0,5.5,7.04105771,2,0.5,2.2,U4,NO REGISTRA,11,SUBA,CONSTRUCTORA BOLIVAR OFICINAS,-74.055841169,4.696292144,6.0,June
179,V179,2013,2013-06-04,1600997,13020604000355,13,Eucalipto comun,0.0,30.0,0.0,0.0,0,0.6,2.8,U14,NO REGISTRA,13,TEUSAQUILLO,UNIVERSIDAD NACIONAL DE COLOMBIA,-74.09163338,4.636902873,6.0,June
180,V180,2013,2013-06-05,1601991,01010302000252,49,Sauce lloron,0.0,12.0,10.5,14.35325206,7,0.4,2.5,H4,NO REGISTRA,1,USAQUEN,URBANIZACION SAN PATRICIO,-74.050753526,4.696532442,6.0,June
181,V181,2013,2013-06-05,1602907,08010502000370,15,Eucalipto plateado,0.346956964604,9.98339863,8.93,4.5658152,3,0.9,3.2,L3,NO REGISTRA,8,KENNEDY,VILLA ALSACIA,-74.137946685,4.643491988,6.0,June
182,V182,2013,2013-06-09,1609499,08011004000721,26,"Acacia negra, gris",0.17825311943,12.0,6.6,8.62899789,2,0.5,3.4,U13,NO REGISTRA,8,KENNEDY,URBANIZACION ANTIGUO HIPODROMO DE TECHO,-74.132505024,4.623718615,6.0,June
183,V183,2013,2013-06-10,1610283,11011203000011,36,"Caucho de la india, caucho",0.213267125032,5.0,5.3,3.882482,3,0.7,3.0,U10,NO REGISTRA,11,SUBA,URBANIZACION COSTA AZUL III ETAPA (CATALUNA),-74.098737381,4.736527091,6.0,June
184,V184,2013,2013-06-12,1613094,10010404000374,125,Caucho benjamin,0.0318309141839,6.0,3.5,1.64123166,0,0.8,3.6,U4,NO REGISTRA,10,ENGATIVA,SAN MARCOS,-74.107820849,4.688904098,6.0,June
185,V185,2013,2013-06-14,1616820,02020901000145,26,"Acacia negra, gris",0.442449707156,9.0,6.1,6.74753454,4,0.9,2.9,U13,NO REGISTRA,2,CHAPINERO,URBANIZACION CHICO NORTE,-74.046256795,4.674961985,6.0,June
186,V186,2013,2013-06-15,1618939,06010302000220,37,Caucho sabanero,0.0668449197861,5.0,1.3,1.20421504,2,0.8,1.9,U13,NO REGISTRA,6,TUNJUELITO,NUEVO MUZU I SECTOR,-74.143505744,4.58983365,6.0,June
187,V187,2013,2013-06-15,1618835,01020705000037,36,"Caucho de la india, caucho",0.439266615737,5.0,9.0,8.00951523,5,0.3,2.0,U10,NO REGISTRA,1,USAQUEN,UNICENTRO,-74.04159797,4.700476992,6.0,June
188,V188,2013,2013-06-15,1619232,NO REGISTRA,26,"Acacia negra, gris",0.0,9.0,0.0,0.0,0,0.3,3.3,SIN INFORMACION,NO REGISTRA,11,SUBA,BOSQUES DE SAN JORGE,-74.087557815,4.715055608,6.0,June
189,V189,2013,2013-06-17,1623606,13021703000124,26,"Acacia negra, gris",0.0,7.0,0.0,0.0,0,0.4,2.9,U4,NO REGISTRA,13,TEUSAQUILLO,SANTA TERESITA,-74.073030859,4.633493849,6.0,June
190,V190,2013,2013-06-18,1624726,NO REGISTRA,25,Acacia japonesa,0.0,0.0,0.0,0.0,0,0.2,3.0,SIN INFORMACION,NO REGISTRA,9,FONTIBON,CIUDAD SALITRE,-74.111417288,4.649998678,6.0,June
191,V191,2013,2013-06-18,1625152,12020505000199,132,Sangregado,0.0,5.0,0.0,0.0,0,0.1,3.0,P1,NO REGISTRA,12,BARRIOS UNIDOS,URBANIZACION POLONESA BARRIO POLO CLUB,-74.062196417,4.672279181,6.0,June
192,V192,2013,2013-06-29,1642636,01010301000018,25,Acacia japonesa,0.267379679144,8.57975152,3.7,6.62239806,3,0.6,2.8,U13,NO REGISTRA,1,USAQUEN,URBANIZACION NAVARRA,-74.049923768,4.694105592,6.0,June
193,V193,2013,2013-07-02,1647016,10011204002076,26,"Acacia negra, gris",0.210084033613,10.0,8.8,6.432217,5,0.5,3.0,H4,NO REGISTRA,10,ENGATIVA,TIERRA GRATA,-74.122254967,4.702283626,7.0,July
194,V194,2013,2013-07-03,1648492,NO REGISTRA,3,"Cipres, Pino cipres, Pino",0.0,0.0,0.0,0.0,0,0.0,3.0,SIN INFORMACION,NO REGISTRA,4,SAN CRISTOBAL,BARRIO CHIGUAZA,-74.088026605,4.523489144,7.0,July
195,V195,2013,2013-07-03,1648660,12020604000113,26,"Acacia negra, gris",0.0,11.0,0.0,0.0,0,0.7,2.7,U10,NO REGISTRA,12,BARRIOS UNIDOS,URBANIZACION ENTRERRIOS,-74.074420401,4.679872372,7.0,July
196,V196,2013,2013-07-05,1652666,03020301000139,37,Caucho sabanero,0.0,3.0,1.8,1.70261993,2,0.4,3.8,U9,NO REGISTRA,3,SANTA FE,BARRIO LA CAPUCHINA,-74.07734637,4.601944406,7.0,July
197,V197,2013,2013-07-08,1657909,NO REGISTRA,14,Eucalipto pomarroso,0.0,0.0,0.0,0.0,0,0.6,3.5,SIN INFORMACION,NO REGISTRA,11,SUBA,DESARROLLO ATENAS,-74.106678348,4.731319218,7.0,July
198,V198,2013,2013-07-09,1658450,NO REGISTRA,13,Eucalipto comun,0.0,0.0,0.0,0.0,0,0.0,3.5,SIN INFORMACION,NO REGISTRA,11,SUBA,URBANIZACION  COMPARTIR,-74.105695038,4.758726246,7.0,July
199,V199,2013,2013-07-14,1669572,NO REGISTRA,26,"Acacia negra, gris",0.0,10.0,0.0,0.0,0,0.4,2.2,SIN INFORMACION,NO REGISTRA,1,USAQUEN,CENTRO EMPRESARIAL SANTA BARBARA,-74.035249612,4.692771546,7.0,July
200,V200,2013,2013-07-18,1671345,01020702000039,61,"Jazmin del cabo, laurel huesito",0.0,3.0,3.15,1.71525787,13,0.9,3.9,U13,NO REGISTRA,1,USAQUEN,SANTA BARBARA NORTE,-74.039675816,4.700949317,7.0,July
201,V201,2013,2013-07-19,1676257,02010204000111,37,Caucho sabanero,0.0,5.0,5.54,6.8975345,0,1.0,2.8,U9,NO REGISTRA,2,CHAPINERO,BARRIO CHAPINERO CENTRAL,-74.0639671,4.646529516,7.0,July
202,V202,2013,2013-07-19,NO REGISTRA,03020103000197,118,Acacia morada,0.321492233257,5.0,13.5,7.09096009,3,0.6,3.3,U13,NO REGISTRA,3,SANTA FE,BARRIO LAS NIEVES,-74.06940231,4.609865671,7.0,July
203,V203,2013,2013-07-23,1683449,02010906000146,13,Eucalipto comun,0.518843901197,18.0,10.5,9.0996918,12,0.5,3.4,U14,NO REGISTRA,2,CHAPINERO,CHICO RESERVADO II SECTOR,-74.043669306,4.68254515,7.0,July
204,V204,2013,2013-07-23,1683459,02020301000185,118,Acacia morada,0.0,4.0,2.5,1.675,3,1.2,2.3,U13,NO REGISTRA,2,CHAPINERO,LAS ACACIAS,-74.051093562,4.649686131,7.0,July
205,V205,2013,,NO REGISTRA,02020301000184,118,Acacia morada,0.0,2.838,2.3,1.716,2,0.0,0.0,U13,NO REGISTRA,2,CHAPINERO,LAS ACACIAS,-74.051007893,4.649645034,,
206,V206,2013,2013-07-24,1684286,14010302000348,125,Caucho benjamin,0.0,5.0,0.0,0.0,0,1.4,2.9,U14,NO REGISTRA,14,LOS MARTIRES,CLINICA SAN PEDRO CLAVER,-74.081924701,4.623916574,7.0,July
207,V207,2013,2013-07-27,NO REGISTRA,11010804001452,26,"Acacia negra, gris",0.270562770563,11.0,9.2,5.64670077,4,0.0,3.1,H4,NO REGISTRA,11,SUBA,CONUNTO RESIDENCIAL ATABANZA,-74.058054703,4.707511666,7.0,July
208,V208,2013,2013-07-27,NO REGISTRA,10011205000170,118,Acacia morada,0.238731856379,10.0,12.0,5.46032741,7,0.0,3.4,U10,NO REGISTRA,10,ENGATIVA,PORTAL DE LOS ALAMOS,-74.121358468,4.695003476,7.0,July
209,V209,2013,2013-07-27,1689460,NO REGISTRA,26,"Acacia negra, gris",0.0,0.0,0.0,0.0,0,0.0,2.7,SIN INFORMACION,NO REGISTRA,1,USAQUEN,URBANIZACION SANTA ANA OCCIDENTAL,-74.03931258,4.689684903,7.0,July
210,V210,2013,2013-07-29,1693496,09013804000237,26,"Acacia negra, gris",0.286478227655,5.0,8.2,7.81550373,6,0.0,2.1,P1,NO REGISTRA,9,FONTIBON,AEROPUERTO EL DORADO,-74.142665834,4.688334221,7.0,July
